bill_id,state,session,identifier,title,abstract,abstract_word_count,first_action_date,latest_action_date,latest_passage_date,openstates_url,bill_classifications,subjects,originating_chamber,sponsor_names,primary_sponsor_names,sponsor_person_ids,sponsor_parties,primary_sponsor_parties,sponsor_count,primary_sponsor_count,party_count,action_count,latest_action_description,latest_action_classifications,derived_status,passage_count,vote_event_count,passage_vote_count,passed_vote_event_count,failed_vote_event_count,latest_vote_date,latest_vote_result,latest_vote_motion,days_first_to_latest_action,source_urls,full_text,full_text_source_url,full_text_status,full_text_error,dc_relevant,dc_relevance_type,dc_policy_categories,dc_policy_direction,dc_relevance_confidence,dc_relevance_reason,dc_relevance_evidence_quote,dc_relevance_evidence_verified,dc_source_scope,dc_source_url,dc_source_sha256,dc_model,dc_relevance_prompt_version,dc_relevance_status,dc_relevance_error,supportiveness_score,supportiveness_confidence,supportiveness_reason,supportiveness_evidence_quote,supportiveness_evidence_verified,supportiveness_model,supportiveness_prompt_version,supportiveness_status,supportiveness_error
2012, as clarified by the Environmental Protection
Agency guidance document released on February 28,
2012 entitled ""Clarification to the Geothermal
Heat Pump Verification Testing Requirements and
Basic Model Group Definition"", or any successor
standards that meet or exceed these standards;
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 392 -HB5513 LRB104 20701 JDS 34201 b

[PAGE 394]
(III) the system replaces or displaces less
efficient space or water heating systems,
regardless of fuel type;
(IV) the system replaces or displaces less
efficient space cooling systems, when applicable;
(V) the system does not feed electricity back
to the grid, as defined at the level of the
geothermal heat pump; and
(VI) the system became operational on or after
the effective date of this amendatory Act of the
104th General Assembly.
For purposes of calculating whether the Agency has
procured enough new wind and solar renewable energy
credits required by this subparagraph (C), renewable
energy facilities that have a multi-year renewable
energy credit delivery contract with the utility
through at least delivery year 2030 shall be
considered new, however no renewable energy credits
from contracts entered into before June 1, 2021 shall
be used to calculate whether the Agency has procured
the correct proportion of new wind and new solar
contracts described in this subparagraph (C) for
delivery year 2021 and thereafter.
(iv) The Agency may implement additional measures,
including eligibility requirements, to ensure that new
wind projects and new photovoltaic projects supported
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 393 -HB5513 LRB104 20701 JDS 34201 b

[PAGE 395]
through renewable energy credit contract awards are a
result of a contract award and are otherwise developed
pursuant to the financial certainty provided through a
contract award.
(D) Renewable energy credits shall be cost effective.
For purposes of this subsection (c), ""cost effective""
means that the costs of procuring renewable energy
resources do not cause the limit stated in subparagraph
(E) of this paragraph (1) to be exceeded and, for
renewable energy credits procured through a competitive
procurement event, do not exceed benchmarks based on
market prices for like products in the region. For
purposes of this subsection (c), ""like products"" means
contracts for renewable energy credits from the same or
substantially similar technology, same or substantially
similar vintage (new or existing), the same or
substantially similar quantity, and the same or
substantially similar contract length and structure.
Benchmarks shall reflect development, financing, or
related costs resulting from requirements imposed through
other provisions of State law, including, but not limited
to, requirements in subparagraphs (P) and (Q) of this
paragraph (1) and the Renewable Energy Facilities
Agricultural Impact Mitigation Act. Confidential
benchmarks shall be developed by the procurement
administrator, in consultation with the Commission staff,
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 394 -HB5513 LRB104 20701 JDS 34201 b

[PAGE 396]
Agency staff, and the procurement monitor and shall be
subject to Commission review and approval. If price
benchmarks for like products in the region are not
available, the procurement administrator shall establish
price benchmarks based on publicly available data on
regional technology costs and expected current and future
regional energy prices. The benchmarks in this Section
shall not be used to curtail or otherwise reduce
contractual obligations entered into by or through the
Agency prior to June 1, 2017 (the effective date of Public
Act 99-906).
(E) For purposes of this subsection (c), the required
procurement of cost-effective renewable energy resources
for a particular year commencing prior to June 1, 2017
shall be measured as a percentage of the actual amount of
electricity (megawatt-hours) supplied by the electric
utility to eligible retail customers in the delivery year
ending immediately prior to the procurement, and, for
delivery years commencing on and after June 1, 2017, the
required procurement of cost-effective renewable energy
resources for a particular year shall be measured as a
percentage of the actual amount of electricity
(megawatt-hours) delivered by the electric utility in the
delivery year ending immediately prior to the procurement,
to all retail customers in its service territory. For
purposes of this subsection (c), the amount paid per
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 395 -HB5513 LRB104 20701 JDS 34201 b

[PAGE 397]
kilowatthour means the total amount paid for electric
service expressed on a per kilowatthour basis. For
purposes of this subsection (c), the total amount paid for
electric service includes without limitation amounts paid
for supply, transmission, capacity, distribution,
surcharges, and add-on taxes.
Notwithstanding the requirements of this subsection
(c), and except as provided in subparagraph (E-5) of
paragraph (1) of this subsection (c) or except as
otherwise authorized by the Commission in its approval of
the integrated resource plan under Section 16-202 of the
Public Utilities Act, the total of renewable energy
resources procured under the procurement plan for any
single year shall be subject to the limitations of this
subparagraph (E). Such procurement shall be reduced for
all retail customers based on the amount necessary to
limit the annual estimated average net increase due to the
costs of these resources included in the amounts paid by
eligible retail customers in connection with electric
service to no more than 4.25% of the amount paid per
kilowatthour by those customers during the year ending May
31, 2009, adjusted annually for inflation starting with
the first adjustment in the delivery year commencing June
1, 2026. For the purposes of this Section, the inflation
adjustment shall not be accrued or applied retroactively
prior to the effective date of this amendatory Act of the
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 396 -HB5513 LRB104 20701 JDS 34201 b

[PAGE 398]
104th General Assembly and shall apply prospectively
starting in 2025. The limitation shall be increased by an
additional 1.65 percentage points of the amount paid per
kilowatthour by eligible retail customers during the year
ending May 31, 2009 starting with the delivery year
commencing June 1, 2027. To arrive at a maximum dollar
amount of renewable energy resources to be procured for
the particular delivery year, the resulting per
kilowatthour amount shall be applied to the actual amount
of kilowatthours of electricity delivered, or applicable
portion of such amount as specified in paragraph (1) of
this subsection (c), as applicable, by the electric
utility in the delivery year immediately prior to the
procurement to all retail customers in its service
territory. The calculations required by this subparagraph
(E) shall be made only once for each delivery year at the
time that the renewable energy resources are procured.
Once the determination as to the amount of renewable
energy resources to procure is made based on the
calculations set forth in this subparagraph (E) and the
contracts procuring those amounts are executed between the
seller and applicable electric utility, no subsequent rate
impact determinations shall be made and no adjustments to
those contract amounts shall be allowed. As provided in
subparagraph (E-5) of paragraph (1) of this subsection
(c), the seller shall be entitled to full, prompt, and
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 397 -HB5513 LRB104 20701 JDS 34201 b

[PAGE 399]
uninterrupted payment under the applicable contract
notwithstanding the application of this subparagraph (E),
and all costs incurred under such contracts shall be fully
recoverable by the electric utility as provided in this
Section.
(E-5) If, for a particular delivery year, the
limitation on the amount of renewable energy resources to
be procured, as calculated pursuant to subparagraph (E) of
paragraph (1) of this subsection (c), would result in an
insufficient collection of funds to fully pay amounts due
to a seller under existing contracts executed under this
Section or executed under Section 1-56 of this Act, then
the following provisions shall apply to ensure full and
uninterrupted payment is made to such seller or sellers:
(i) If the electric utility has retained unspent
funds in an interest-bearing account as prescribed in
subsection (k) of Section 16-108 of the Public
Utilities Act, then the utility shall use those funds
to remit full payment to the sellers to ensure prompt
and uninterrupted payment of existing contractual
obligation.
(ii) If the funds described in item (i) of this
subparagraph (E-5) are insufficient to satisfy all
existing contractual obligations, then the electric
utility shall, nonetheless, remit full payment to the
sellers to ensure prompt and uninterrupted payment of
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 398 -HB5513 LRB104 20701 JDS 34201 b

[PAGE 400]
existing contractual obligations, provided that the
full costs shall be recoverable by the utility in
accordance with part (ee) of item (iv) of this
subsection (E-5).
(iii) The Agency shall promptly notify the
Commission that existing contractual obligations are
reasonably expected to exceed the maximum collection
authorized under subparagraph (E) of paragraph (1) of
this subsection (c) for the applicable delivery year.
The Agency shall also explain and confirm how the
operation of items (i) and (ii) of this subparagraph
(E-5) ensures that the electric utility will continue
to make prompt and uninterrupted payment under
existing contractual obligations. The Agency shall
provide this information to the Commission through a
notice filed in the Commission docket approving the
Agency's operative Long-Term Renewable Resources
Procurement Plan that includes the applicable delivery
year.
(iv) The Agency shall suspend or reduce new
contract awards for the procurement of renewable
energy credits until an Agency determination is made
under subparagraph (E) that additional procurements
would not cause the rate impact limitation of
subparagraph (E) to be exceeded. At least once
annually after the notice provided for in item (iii)
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 399 -HB5513 LRB104 20701 JDS 34201 b

[PAGE 401]
of this subparagraph (E-5) is made, the Agency shall
analyze existing contract obligations, projected
prices for indexed renewable energy credit contracts
executed under item (v) of subparagraph (G) of
paragraph (1) of subsection (c) of Section 1-75 of
this Act, and expected collections authorized under
subparagraph (E) to determine whether and to what
extent the limitations of subparagraph (E) would be
exceeded by additional renewable energy credit
procurement contract awards.
(aa) If the Agency determines that additional
renewable energy credit procurement contract
awards could be made without exceeding the
limitations of subparagraph (E), then the
procurements shall be authorized at a scale
determined not to exceed the limitations of
subparagraph (E) in a manner consistent with the
priorities of this Section.
(bb) If the Agency determines that additional
renewable energy credit procurement contract
awards cannot be made without exceeding the
limitations of subparagraph (E), then the Agency
shall suspend any new contract awards for the
procurement of renewable energy credits until a
new rate impact determination is made under
subparagraph (E).
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 400 -HB5513 LRB104 20701 JDS 34201 b

[PAGE 402]
(cc) Agency determinations made under this
item (iv) shall be detailed and comprehensive and,
if not made through the Agency's Long-Term
Renewable Resources Procurement Plan, shall be
filed as a compliance filing in the most recent
docketed proceeding approving the Agency's
Long-Term Renewable Resources Procurement Plan.
(dd) With respect to the procurement of
renewable energy credits authorized through
programs administered under subsection (b) of
Section 1-56 and subparagraphs (K) through (M) of
paragraph (1) of subsection (k) of Section 1-75 of
this Act, the award of contracts for the
procurement of renewable energy credits shall be
suspended or reduced only at the conclusion of the
program year in which the notice provided for
under item (iii) of this subparagraph (E-5) is
made.
(ee) The contract shall provide that, so long
as at least one of: (i) the cost recovery
mechanisms referenced in subsection (k) of Section
16-108 and subsection (l) of Section 16-111.5 of
the Public Utilities Act remains in full force
without limitation or (ii) the utility is
otherwise authorized and or entitled to full,
prompt, and uninterrupted recovery of its costs
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 401 -HB5513 LRB104 20701 JDS 34201 b

[PAGE 403]
through any other mechanism, then such seller
shall be entitled to full, prompt, and
uninterrupted payment under the applicable
contract notwithstanding the application of this
subparagraph (E).
(F) If the limitation on the amount of renewable
energy resources procured in subparagraph (E) of this
paragraph (1) prevents the Agency from meeting all of the
goals in this subsection (c), the Agency's long-term plan
shall prioritize compliance with the requirements of this
subsection (c) regarding renewable energy credits in the
following order:
(i) renewable energy credits under existing
contractual obligations as of June 1, 2021;
(i-5) funding for the Illinois Solar for All
Program, as described in subparagraph (O) of this
paragraph (1);
(ii) renewable energy credits necessary to comply
with the new wind and new photovoltaic procurement
requirements described in items (i) through (iii) of
subparagraph (C) of this paragraph (1); and
(iii) renewable energy credits necessary to meet
the remaining requirements of this subsection (c).
(G) The following provisions shall apply to the
Agency's procurement of renewable energy credits under
this subsection (c):
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 402 -HB5513 LRB104 20701 JDS 34201 b

[PAGE 404]
(i) Notwithstanding whether a long-term renewable
resources procurement plan has been approved, the
Agency shall conduct an initial forward procurement
for renewable energy credits from new utility-scale
wind projects within 160 days after June 1, 2017 (the
effective date of Public Act 99-906). For the purposes
of this initial forward procurement, the Agency shall
solicit 15-year contracts for delivery of 1,000,000
renewable energy credits delivered annually from new
utility-scale wind projects to begin delivery on June
1, 2019, if available, but not later than June 1, 2021,
unless the project has delays in the establishment of
an operating interconnection with the applicable
transmission or distribution system as a result of the
actions or inactions of the transmission or
distribution provider, or other causes for force
majeure as outlined in the procurement contract, in
which case, not later than June 1, 2022. Payments to
suppliers of renewable energy credits shall commence
upon delivery. Renewable energy credits procured under
this initial procurement shall be included in the
Agency's long-term plan and shall apply to all
renewable energy goals in this subsection (c).
(ii) Notwithstanding whether a long-term renewable
resources procurement plan has been approved, the
Agency shall conduct an initial forward procurement
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 403 -HB5513 LRB104 20701 JDS 34201 b

[PAGE 405]
for renewable energy credits from new utility-scale
solar projects and brownfield site photovoltaic
projects within one year after June 1, 2017 (the
effective date of Public Act 99-906). For the purposes
of this initial forward procurement, the Agency shall
solicit 15-year contracts for delivery of 1,000,000
renewable energy credits delivered annually from new
utility-scale solar projects and brownfield site
photovoltaic projects to begin delivery on June 1,
2019, if available, but not later than June 1, 2021,
unless the project has delays in the establishment of
an operating interconnection with the applicable
transmission or distribution system as a result of the
actions or inactions of the transmission or
distribution provider, or other causes for force
majeure as outlined in the procurement contract, in
which case, not later than June 1, 2022. The Agency may
structure this initial procurement in one or more
discrete procurement events. Payments to suppliers of
renewable energy credits shall commence upon delivery.
Renewable energy credits procured under this initial
procurement shall be included in the Agency's
long-term plan and shall apply to all renewable energy
goals in this subsection (c).
(iii) Notwithstanding whether the Commission has
approved the periodic long-term renewable resources
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 404 -HB5513 LRB104 20701 JDS 34201 b

[PAGE 406]
procurement plan revision described in Section
16-111.5 of the Public Utilities Act, the Agency shall
conduct at least one subsequent forward procurement
for renewable energy credits from new utility-scale
wind projects, new utility-scale solar projects, and
new brownfield site photovoltaic projects within 240
days after the effective date of this amendatory Act
of the 102nd General Assembly in quantities necessary
to meet the requirements of subparagraph (C) of this
paragraph (1) through the delivery year beginning June
1, 2021.
(iv) Notwithstanding whether the Commission has
approved the periodic long-term renewable resources
procurement plan revision described in Section
16-111.5 of the Public Utilities Act, the Agency shall
open capacity for each category in the Adjustable
Block program within 90 days after the effective date
of this amendatory Act of the 102nd General Assembly
manner:
(1) The Agency shall open the first block of
annual capacity for the category described in item
(i) of subparagraph (K) of this paragraph (1). The
first block of annual capacity for item (i) shall
be for at least 75 megawatts of total nameplate
capacity. The price of the renewable energy credit
for this block of capacity shall be 4% less than
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 405 -HB5513 LRB104 20701 JDS 34201 b

[PAGE 407]
the price of the last open block in this category.
Projects on a waitlist shall be awarded contracts
first in the order in which they appear on the
waitlist. Notwithstanding anything to the
contrary, for those renewable energy credits that
qualify and are procured under this subitem (1) of
this item (iv), the renewable energy credit
delivery contract value shall be paid in full,
based on the estimated generation during the first
15 years of operation, by the contracting
utilities at the time that the facility producing
the renewable energy credits is interconnected at
the distribution system level of the utility and
verified as energized and in compliance by the
Program Administrator. The electric utility shall
receive and retire all renewable energy credits
generated by the project for the first 15 years of
operation. Renewable energy credits generated by
the project thereafter shall not be transferred
under the renewable energy credit delivery
contract with the counterparty electric utility.
(2) The Agency shall open the first block of
annual capacity for the category described in item
(ii) of subparagraph (K) of this paragraph (1).
The first block of annual capacity for item (ii)
shall be for at least 75 megawatts of total
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 406 -HB5513 LRB104 20701 JDS 34201 b

[PAGE 408]
nameplate capacity.
(A) The price of the renewable energy
credit for any project on a waitlist for this
category before the opening of this block
shall be 4% less than the price of the last
open block in this category. Projects on the
waitlist shall be awarded contracts first in
the order in which they appear on the
waitlist. Any projects that are less than or
equal to 25 kilowatts in size on the waitlist
for this capacity shall be moved to the
waitlist for paragraph (1) of this item (iv).
Notwithstanding anything to the contrary,
projects that were on the waitlist prior to
opening of this block shall not be required to
be in compliance with the requirements of
subparagraph (Q) of this paragraph (1) of this
subsection (c). Notwithstanding anything to
the contrary, for those renewable energy
credits procured from projects that were on
the waitlist for this category before the
opening of this block 20% of the renewable
energy credit delivery contract value, based
on the estimated generation during the first
15 years of operation, shall be paid by the
contracting utilities at the time that the
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 407 -HB5513 LRB104 20701 JDS 34201 b

[PAGE 409]
facility producing the renewable energy
credits is interconnected at the distribution
system level of the utility and verified as
energized by the Program Administrator. The
remaining portion shall be paid ratably over
the subsequent 4-year period. The electric
utility shall receive and retire all renewable
energy credits generated by the project during
the first 15 years of operation. Renewable
energy credits generated by the project
thereafter shall not be transferred under the
renewable energy credit delivery contract with
the counterparty electric utility.
(B) The price of renewable energy credits
for any project not on the waitlist for this
category before the opening of the block shall
be determined and published by the Agency.
Projects not on a waitlist as of the opening
of this block shall be subject to the
requirements of subparagraph (Q) of this
paragraph (1), as applicable. Projects not on
a waitlist as of the opening of this block
shall be subject to the contract provisions
outlined in item (iii) of subparagraph (L) of
this paragraph (1). The Agency shall strive to
publish updated prices and an updated
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 408 -HB5513 LRB104 20701 JDS 34201 b

[PAGE 410]
renewable energy credit delivery contract as
quickly as possible.
(3) For opening the first 2 blocks of annual
capacity for projects participating in item (iii)
of subparagraph (K) of paragraph (1) of subsection
(c), projects shall be selected exclusively from
those projects on the ordinal waitlists of
community renewable generation projects
established by the Agency based on the status of
those ordinal waitlists as of December 31, 2020,
and only those projects previously determined to
be eligible for the Agency's April 2019 community
solar project selection process.
The first 2 blocks of annual capacity for item
(iii) shall be for 250 megawatts of total
nameplate capacity, with both blocks opening
simultaneously under the schedule outlined in the
paragraphs below. Projects shall be selected as
follows:
(A) The geographic balance of selected
projects shall follow the Group classification
found in the Agency's Revised Long-Term
Renewable Resources Procurement Plan, with 70%
of capacity allocated to projects on the Group
B waitlist and 30% of capacity allocated to
projects on the Group A waitlist.
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 409 -HB5513 LRB104 20701 JDS 34201 b

[PAGE 411]
(B) Contract awards for waitlisted
projects shall be allocated proportionate to
the total nameplate capacity amount across
both ordinal waitlists associated with that
applicant firm or its affiliates, subject to
the following conditions.
(i) Each applicant firm having a
waitlisted project eligible for selection
shall receive no less than 500 kilowatts
in awarded capacity across all groups, and
no approved vendor may receive more than
20% of each Group's waitlist allocation.
(ii) Each applicant firm, upon
receiving an award of program capacity
proportionate to its waitlisted capacity,
may then determine which waitlisted
projects it chooses to be selected for a
contract award up to that capacity amount.
(iii) Assuming all other program
requirements are met, applicant firms may
adjust the nameplate capacity of applicant
projects without losing waitlist
eligibility, so long as no project is
greater than 2,000 kilowatts in size.
(iv) Assuming all other program
requirements are met, applicant firms may
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 410 -HB5513 LRB104 20701 JDS 34201 b

[PAGE 412]
adjust the expected production associated
with applicant projects, subject to
verification by the Program Administrator.
(C) After a review of affiliate
information and the current ordinal waitlists,
the Agency shall announce the nameplate
capacity award amounts associated with
applicant firms no later than 90 days after
the effective date of this amendatory Act of
the 102nd General Assembly.
(D) Applicant firms shall submit their
portfolio of projects used to satisfy those
contract awards no less than 90 days after the
Agency's announcement. The total nameplate
capacity of all projects used to satisfy that
portfolio shall be no greater than the
Agency's nameplate capacity award amount
associated with that applicant firm. An
applicant firm may decline, in whole or in
part, its nameplate capacity award without
penalty, with such unmet capacity rolled over
to the next block opening for project
selection under item (iii) of subparagraph (K)
of this subsection (c). Any projects not
included in an applicant firm's portfolio may
reapply without prejudice upon the next block
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 411 -HB5513 LRB104 20701 JDS 34201 b

[PAGE 413]
reopening for project selection under item
(iii) of subparagraph (K) of this subsection
(c).
(E) The renewable energy credit delivery
contract shall be subject to the contract and
payment terms outlined in item (iv) of
subparagraph (L) of this subsection (c).
Contract instruments used for this
subparagraph shall contain the following
terms:
(i) Renewable energy credit prices
shall be fixed, without further adjustment
under any other provision of this Act or
for any other reason, at 10% lower than
prices applicable to the last open block
for this category, inclusive of any adders
available for achieving a minimum of 50%
of subscribers to the project's nameplate
capacity being residential or small
commercial customers with subscriptions of
below 25 kilowatts in size;
(ii) A requirement that a minimum of
50% of subscribers to the project's
nameplate capacity be residential or small
commercial customers with subscriptions of
below 25 kilowatts in size;
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 412 -HB5513 LRB104 20701 JDS 34201 b

[PAGE 414]
(iii) Permission for the ability of a
contract holder to substitute projects
with other waitlisted projects without
penalty should a project receive a
non-binding estimate of costs to construct
the interconnection facilities and any
required distribution upgrades associated
with that project of greater than 30 cents
per watt AC of that project's nameplate
capacity. In developing the applicable
contract instrument, the Agency may
consider whether other circumstances
outside of the control of the applicant
firm should also warrant project
substitution rights.
The Agency shall publish a finalized
updated renewable energy credit delivery
contract developed consistent with these terms
and conditions no less than 30 days before
applicant firms must submit their portfolio of
projects pursuant to item (D).
(F) To be eligible for an award, the
applicant firm shall certify that not less
than prevailing wage, as determined pursuant
to the Illinois Prevailing Wage Act, was or
will be paid to employees who are engaged in
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 413 -HB5513 LRB104 20701 JDS 34201 b

[PAGE 415]
construction activities associated with a
selected project.
(4) The Agency shall open the first block of
annual capacity for the category described in item
(iv) of subparagraph (K) of this paragraph (1).
The first block of annual capacity for item (iv)
shall be for at least 50 megawatts of total
nameplate capacity. Renewable energy credit prices
shall be fixed, without further adjustment under
any other provision of this Act or for any other
reason, at the price in the last open block in the
category described in item (ii) of subparagraph
(K) of this paragraph (1). Pricing for future
blocks of annual capacity for this category may be
adjusted in the Agency's second revision to its
Long-Term Renewable Resources Procurement Plan.
Projects in this category shall be subject to the
contract terms outlined in item (iv) of
subparagraph (L) of this paragraph (1).
(5) The Agency shall open the equivalent of 2
years of annual capacity for the category
described in item (v) of subparagraph (K) of this
paragraph (1). The first block of annual capacity
for item (v) shall be for at least 10 megawatts of
total nameplate capacity. Notwithstanding the
provisions of item (v) of subparagraph (K) of this
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 414 -HB5513 LRB104 20701 JDS 34201 b

[PAGE 416]
paragraph (1), for the purpose of this initial
block, the agency shall accept new project
applications intended to increase the diversity of
areas hosting community solar projects, the
business models of projects, and the size of
projects, as described by the Agency in its
long-term renewable resources procurement plan
that is approved as of the effective date of this
amendatory Act of the 102nd General Assembly.
Projects in this category shall be subject to the
contract terms outlined in item (iii) of
subsection (L) of this paragraph (1).
(6) The Agency shall open the first blocks of
annual capacity for the category described in item
(vi) of subparagraph (K) of this paragraph (1),
with allocations of capacity within the block
generally matching the historical share of block
capacity allocated between the category described
in items (i) and (ii) of subparagraph (K) of this
paragraph (1). The first two blocks of annual
capacity for item (vi) shall be for at least 75
megawatts of total nameplate capacity. The price
of renewable energy credits for the blocks of
capacity shall be 4% less than the price of the
last open blocks in the categories described in
items (i) and (ii) of subparagraph (K) of this
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 415 -HB5513 LRB104 20701 JDS 34201 b

[PAGE 417]
paragraph (1). Pricing for future blocks of annual
capacity for this category may be adjusted in the
Agency's second revision to its Long-Term
Renewable Resources Procurement Plan. Projects in
this category shall be subject to the applicable
contract terms outlined in items (ii) and (iii) of
subparagraph (L) of this paragraph (1).
(v) Upon the effective date of this amendatory Act
of the 102nd General Assembly, for all competitive
procurements and any procurements of renewable energy
credit from new utility-scale wind and new
utility-scale photovoltaic projects, the Agency shall
procure indexed renewable energy credits and direct
respondents to offer a strike price.
(1) The purchase price of the indexed
renewable energy credit payment shall be
calculated for each settlement period. That
payment, for any settlement period, shall be equal
to the difference resulting from subtracting the
strike price from the index price for that
settlement period. If this difference results in a
negative number, the indexed REC counterparty
shall owe the seller the absolute value multiplied
by the quantity of energy produced in the relevant
settlement period. If this difference results in a
positive number, the seller shall owe the indexed
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 416 -HB5513 LRB104 20701 JDS 34201 b

[PAGE 418]
REC counterparty this amount multiplied by the
quantity of energy produced in the relevant
settlement period.
(2) Parties shall cash settle every month,
summing up all settlements (both positive and
negative, if applicable) for the prior month.
(3) To ensure funding in the annual budget
established under subparagraph (E) for indexed
renewable energy credit procurements for each year
of the term of such contracts, which must have a
minimum tenure of 20 calendar years, the
procurement administrator, Agency, Commission
staff, and procurement monitor shall quantify the
annual cost of the contract by utilizing one or
more industry-standard, third-party forward price
curves for energy at the appropriate hub or load
zone, including the estimated magnitude and timing
of the price effects related to federal carbon
controls. Each forward price curve shall contain a
specific value of the forecasted market price of
electricity for each annual delivery year of the
contract. For procurement planning purposes, the
impact on the annual budget for the cost of
indexed renewable energy credits for each delivery
year shall be determined as the expected annual
contract expenditure for that year, equaling the
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 417 -HB5513 LRB104 20701 JDS 34201 b

[PAGE 419]
difference between (i) the sum across all relevant
contracts of the applicable strike price
multiplied by contract quantity and (ii) the sum
across all relevant contracts of the forward price
curve for the applicable load zone for that year
multiplied by contract quantity. The contracting
utility shall not assume an obligation in excess
of the estimated annual cost of the contracts for
indexed renewable energy credits. Forward curves
shall be revised on an annual basis as updated
forward price curves are released and filed with
the Commission in the proceeding approving the
Agency's most recent long-term renewable resources
procurement plan. If the expected contract spend
is higher or lower than the total quantity of
contracts multiplied by the forward price curve
value for that year, the forward price curve shall
be updated by the procurement administrator, in
consultation with the Agency, Commission staff,
and procurement monitors, using then-currently
available price forecast data and additional
budget dollars shall be obligated or reobligated
as appropriate.
(4) To ensure that indexed renewable energy
credit prices remain predictable and affordable,
the Agency may consider the institution of a price
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 418 -HB5513 LRB104 20701 JDS 34201 b

[PAGE 420]
collar on REC prices paid under indexed renewable
energy credit procurements establishing floor and
ceiling REC prices applicable to indexed REC
contract prices. Any price collars applicable to
indexed REC procurements shall be proposed by the
Agency through its long-term renewable resources
procurement plan.
(vi) All procurements under this subparagraph (G),
including the procurement of renewable energy credits
from hydropower facilities, shall comply with the
geographic requirements in subparagraph (I) of this
paragraph (1) and shall follow the procurement
processes and procedures described in this Section and
Section 16-111.5 of the Public Utilities Act to the
extent practicable, and these processes and procedures
may be expedited to accommodate the schedule
established by this subparagraph (G). To ensure the
successful development of new renewable energy
projects supported through competitive procurements,
for any procurements conducted under items (i), (ii),
(iii), and (v) of this subparagraph (G) and any other
procurement of new utility-scale wind or utility-scale
solar projects that were entered into prior to January
1, 2025, the Agency shall allow, upon a demonstration
of need to ensure the commercial viability of a
project, for a one-time, post-award renegotiation of
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
- 419 -HB5513 LRB104 20701 JDS 34201 b

[PAGE 421]
select contract terms prior to the project's
commercial operation date through bilateral
negotiation between the Agency, the buyer, and a
winning bidder. Contract terms subject to
renegotiation may include the project map, as defined
under the applicable competitive solicitation, the
real estate footprint or any limitations thereof, the
location of the generators, or a potential reduction
in the quantity of renewable energy credits to be
delivered. Provisions related to a renewable energy
credit delivery shortfall and the event of default may
be replaced with similar provisions approved by the
